building_id,dataset,building_type,cvrmse,ncrps,mean_actual,n_windows
Bear_assembly_Angel,BDG-2,commercial,0.16887350380420685,0.08654366193153552,471.112548828125,358
Bear_assembly_Beatrice,BDG-2,commercial,0.3187555968761444,0.30513443390867373,42.997337341308594,724
Bear_assembly_Danial,BDG-2,commercial,0.103987917304039,0.061343124186630335,160.9054718017578,358
Bear_assembly_Diana,BDG-2,commercial,0.2612973749637604,0.1243608113753441,0.8576714992523193,358
Bear_assembly_Genia,BDG-2,commercial,0.18105149269104004,0.07397131355921917,263.78485107421875,724
Bear_assembly_Harry,BDG-2,commercial,0.3126462399959564,0.13598276962162598,17.490022659301758,358
Bear_assembly_Jose,BDG-2,commercial,0.08558541536331177,0.04489702629833443,258.0722961425781,724
Bear_assembly_Roxy,BDG-2,commercial,0.6905730366706848,0.21294517170928165,17.174854278564453,724
Bear_assembly_Ruby,BDG-2,commercial,0.08785533159971237,0.04633424504977334,69.42937469482422,724
Bear_education_Alfredo,BDG-2,commercial,0.3438986837863922,0.16789975781897845,0.18151021003723145,724
Bear_education_Alvaro,BDG-2,commercial,0.05328332260251045,0.028797868679891387,419.90618896484375,724
Bear_education_Arnold,BDG-2,commercial,0.6559162735939026,0.18824487835280473,0.5585450530052185,724
Bear_education_Augusta,BDG-2,commercial,0.16506576538085938,0.05934220631439735,115.35005187988281,724
Bear_education_Austin,BDG-2,commercial,0.19326704740524292,0.07346918003026433,21.09601593017578,724
Bear_education_Babara,BDG-2,commercial,0.06421749293804169,0.03173713383860253,374.6244201660156,724
Bear_education_Benita,BDG-2,commercial,0.04577963799238205,0.02337214035285799,521.9969482421875,724
Bear_education_Benjamin,BDG-2,commercial,0.5224209427833557,0.32202233362334337,1.0812993049621582,358
Bear_education_Bob,BDG-2,commercial,0.12541058659553528,0.05545855323431985,128.70396423339844,724
Bear_education_Bonita,BDG-2,commercial,0.39455845952033997,0.13695478186246887,0.19151639938354492,724
Bear_education_Bulah,BDG-2,commercial,0.058775003999471664,0.0318800583180459,1334.9390869140625,724
Bear_education_Carlo,BDG-2,commercial,0.2925710082054138,0.1294650420159217,3.9573185443878174,358
Bear_education_Chad,BDG-2,commercial,0.06841754913330078,0.034243074811487736,1003.3438110351562,724
Bear_education_Chana,BDG-2,commercial,0.12090130150318146,0.0571855687184091,21.418487548828125,724
Bear_education_Chun,BDG-2,commercial,0.11165475845336914,0.047961584797420125,101.34170532226562,724
Bear_education_Clint,BDG-2,commercial,0.07122240960597992,0.03745583188793177,56.812355041503906,724
Bear_education_Curtis,BDG-2,commercial,0.06548827886581421,0.033042222533106146,69.04737854003906,724
Bear_education_Danna,BDG-2,commercial,0.17060376703739166,0.09223529453857052,103.26567840576172,724
Bear_education_Darrell,BDG-2,commercial,0.2650589644908905,0.1233509281802605,39.171817779541016,724
Bear_education_Deena,BDG-2,commercial,0.21138732135295868,6072.591987504246,8.570497512817383,724
Bear_education_Derek,BDG-2,commercial,0.3584579825401306,1.845418005877927,184.26449584960938,724
Bear_education_Destiny,BDG-2,commercial,0.15073631703853607,0.08321204210381418,112.75083923339844,358
Bear_education_Elise,BDG-2,commercial,0.20428766310214996,0.12647703660287157,145.56179809570312,724
Bear_education_Fannie,BDG-2,commercial,0.0957140326499939,0.043964700977546255,436.4979248046875,724
Bear_education_Gavin,BDG-2,commercial,0.04378250613808632,0.024232406897034688,90.07970428466797,724
Bear_education_Herb,BDG-2,commercial,0.14129137992858887,0.0633485130839574,12.927230834960938,724
Bear_education_Herman,BDG-2,commercial,0.30386993288993835,0.14940963664057852,0.28519225120544434,724
Bear_education_Holly,BDG-2,commercial,0.3060911297798157,0.14276321403942757,1.2442388534545898,724
Bear_education_Irene,BDG-2,commercial,0.3991777300834656,0.1362071103731324,88.96099090576172,724
Bear_education_Iris,BDG-2,commercial,0.17135997116565704,0.08542166446649095,45.50921630859375,724
