building_id,dataset,building_type,cvrmse,ncrps,mean_actual,n_windows
Bear_assembly_Angel,BDG-2,commercial,0.16014891862869263,0.08495021939248278,471.112548828125,358
Bear_assembly_Beatrice,BDG-2,commercial,0.30755138397216797,0.2857819069245475,42.997337341308594,724
Bear_assembly_Danial,BDG-2,commercial,0.09973616153001785,0.06037038849679407,160.9054718017578,358
Bear_assembly_Diana,BDG-2,commercial,0.26727616786956787,0.12905202403925714,0.8576714992523193,358
Bear_assembly_Genia,BDG-2,commercial,0.17650102078914642,0.07469368210098819,263.78485107421875,724
Bear_assembly_Harry,BDG-2,commercial,0.3068424463272095,0.13531673148263476,17.490022659301758,358
Bear_assembly_Jose,BDG-2,commercial,0.08493432402610779,0.04550041884538652,258.0722961425781,724
Bear_assembly_Roxy,BDG-2,commercial,0.6268252730369568,0.21529990087916018,17.174854278564453,724
Bear_assembly_Ruby,BDG-2,commercial,0.08129271119832993,0.04500388433390816,69.42937469482422,724
Bear_education_Alfredo,BDG-2,commercial,0.3292369842529297,0.16371762451090544,0.18151021003723145,724
Bear_education_Alvaro,BDG-2,commercial,0.05201316624879837,0.028620836080233934,419.90618896484375,724
Bear_education_Arnold,BDG-2,commercial,0.6645777225494385,0.1965455090866268,0.5585450530052185,724
Bear_education_Augusta,BDG-2,commercial,0.14478042721748352,0.05415277342339499,115.35005187988281,724
Bear_education_Austin,BDG-2,commercial,0.18027909100055695,0.06959083031575347,21.09601593017578,724
Bear_education_Babara,BDG-2,commercial,0.06275803595781326,0.031631711175540485,374.6244201660156,724
Bear_education_Benita,BDG-2,commercial,0.04483683779835701,0.023094043721995746,521.9969482421875,724
Bear_education_Benjamin,BDG-2,commercial,0.5055010318756104,0.32269408603420074,1.0812993049621582,358
Bear_education_Bob,BDG-2,commercial,0.11327092349529266,0.051985172167675814,128.70396423339844,724
Bear_education_Bonita,BDG-2,commercial,0.3923322558403015,0.14003979267127273,0.19151639938354492,724
Bear_education_Bulah,BDG-2,commercial,0.05720970034599304,0.031987660964605355,1334.9390869140625,724
Bear_education_Carlo,BDG-2,commercial,0.2841511368751526,0.12566406986728323,3.9573185443878174,358
Bear_education_Chad,BDG-2,commercial,0.06618563830852509,0.03486617183981052,1003.3438110351562,724
Bear_education_Chana,BDG-2,commercial,0.11437706649303436,0.05627499407945246,21.418487548828125,724
Bear_education_Chun,BDG-2,commercial,0.11493273824453354,0.049497262585395406,101.34170532226562,724
Bear_education_Clint,BDG-2,commercial,0.07091502845287323,0.037121879918670275,56.812355041503906,724
Bear_education_Curtis,BDG-2,commercial,0.06155897676944733,0.031785491640804485,69.04737854003906,724
Bear_education_Danna,BDG-2,commercial,0.19633381068706512,0.11253662257845272,103.26567840576172,724
Bear_education_Darrell,BDG-2,commercial,0.24711215496063232,0.11296121125828722,39.171817779541016,724
Bear_education_Deena,BDG-2,commercial,0.20040039718151093,4981.264687999106,8.570497512817383,724
Bear_education_Derek,BDG-2,commercial,0.09879951179027557,1.4726104170893988,184.26449584960938,724
Bear_education_Destiny,BDG-2,commercial,0.14578990638256073,0.083311603539567,112.75083923339844,358
Bear_education_Elise,BDG-2,commercial,0.1986439824104309,0.12632841660313365,145.56179809570312,724
Bear_education_Fannie,BDG-2,commercial,0.09344068169593811,0.04478374326904996,436.4979248046875,724
Bear_education_Gavin,BDG-2,commercial,0.043645527213811874,0.02423930787519452,90.07970428466797,724
Bear_education_Herb,BDG-2,commercial,0.12982076406478882,0.061061337621663644,12.927230834960938,724
Bear_education_Herman,BDG-2,commercial,0.2934154272079468,0.14714101525831946,0.28519225120544434,724
Bear_education_Holly,BDG-2,commercial,0.3039664030075073,0.14331113332298273,1.2442388534545898,724
Bear_education_Irene,BDG-2,commercial,0.35074734687805176,0.11609179121922267,88.96099090576172,724
Bear_education_Iris,BDG-2,commercial,0.15542565286159515,0.082657983633535,45.50921630859375,724
Bear_education_Katy,BDG-2,commercial,0.11870263516902924,0.056487000369480546,124.68226623535156,724
Bear_education_Lashanda,BDG-2,commercial,0.12323509156703949,0.06335473254456737,74.12351989746094,724
Bear_education_Laurette,BDG-2,commercial,0.0464496836066246,0.021988223277693498,50.94800567626953,724
Bear_education_Leonel,BDG-2,commercial,0.18863771855831146,0.09160157557486209,119.0407485961914,724
Bear_education_Lewis,BDG-2,commercial,0.12464448809623718,0.0558781544990337,23.52004623413086,724
Bear_education_Lidia,BDG-2,commercial,0.17400765419006348,0.08405606017354897,12.814214706420898,724
Bear_education_Lila,BDG-2,commercial,0.03671739250421524,0.018917571675860567,214.55177307128906,724
Bear_education_Liliana,BDG-2,commercial,0.045518290251493454,0.022750148391085613,467.4184265136719,358
Bear_education_Lorie,BDG-2,commercial,0.056944962590932846,0.028761697612452605,401.4089050292969,724
Bear_education_Mara,BDG-2,commercial,0.034711141139268875,0.017635765367259953,509.414306640625,724
Bear_education_Marie,BDG-2,commercial,0.16214090585708618,0.06913112603941447,23.761865615844727,724
Bear_education_Marsha,BDG-2,commercial,0.08164332807064056,0.035539283489085326,88.053466796875,724
Bear_education_Marta,BDG-2,commercial,0.21512217819690704,0.1342243841557548,42.01963806152344,724
Bear_education_Maryjane,BDG-2,commercial,0.1178416833281517,0.06130316269368073,330.8198547363281,724
Bear_education_Merrill,BDG-2,commercial,0.19461767375469208,0.08625859889881263,22.139755249023438,358
Bear_education_Millie,BDG-2,commercial,0.1089881882071495,0.05049119342998963,3.435049057006836,724
Bear_education_Nanette,BDG-2,commercial,0.15108712017536163,0.07565507205607219,113.58598327636719,358
Bear_education_Oscar,BDG-2,commercial,0.13208356499671936,0.07226348062130632,11.717808723449707,724
Bear_education_Owen,BDG-2,commercial,0.10578331351280212,0.04436333195745214,149.95550537109375,724
Bear_education_Paola,BDG-2,commercial,0.12430321425199509,0.05400954406116069,149.52281188964844,724
Bear_education_Patricia,BDG-2,commercial,0.04242818430066109,0.022514066025775974,633.5635375976562,724
Bear_education_Pattie,BDG-2,commercial,0.06636038422584534,0.03557829286647768,173.43174743652344,724
Bear_education_Rebecca,BDG-2,commercial,0.03800084441900253,0.02062253514386296,782.1344604492188,724
Bear_education_Sandy,BDG-2,commercial,0.12429645657539368,0.0650677466693067,6.7059502601623535,724
Bear_education_Santos,BDG-2,commercial,0.6123384833335876,0.21113243624995426,8.594891548156738,724
Bear_education_Sharon,BDG-2,commercial,0.03997931256890297,0.02094431285668023,112.30779266357422,724
Bear_education_Shelley,BDG-2,commercial,0.10733230412006378,0.04456253561252152,162.6243438720703,724
Bear_education_Tara,BDG-2,commercial,0.19180512428283691,0.11349089723257492,3.3994569778442383,724
Bear_education_Thuy,BDG-2,commercial,0.1283077895641327,0.05994369950723845,230.93226623535156,724
Bear_education_Val,BDG-2,commercial,0.03455845266580582,0.017774942672470293,374.4510803222656,724
Bear_education_Wade,BDG-2,commercial,0.18938879668712616,2.1136237881673074,54.03581619262695,724
Bear_education_Wilton,BDG-2,commercial,0.05895095318555832,0.031578768921249695,1566.081298828125,724
Bear_education_Wm,BDG-2,commercial,0.08146530389785767,0.037893044586977426,50.364662170410156,724
Bear_education_Yuri,BDG-2,commercial,0.20666027069091797,0.09763497642060123,17.985139846801758,724
Bear_education_Yvette,BDG-2,commercial,0.20635482668876648,0.11344141966271652,10.993610382080078,724
Bear_education_Zandra,BDG-2,commercial,0.03925233334302902,0.01716192045445091,981.1461791992188,724
Bear_lodging_Dannie,BDG-2,commercial,0.20778164267539978,0.09532285707675278,8.687925338745117,724
Bear_lodging_Erick,BDG-2,commercial,0.1329154670238495,0.08478089259836351,48.47105026245117,724
Bear_lodging_Esperanza,BDG-2,commercial,0.1345381736755371,0.06474759796128254,28.975744247436523,358
Bear_lodging_Evan,BDG-2,commercial,0.07395322620868683,0.036090129546431524,175.89663696289062,724
Bear_parking_Bridget,BDG-2,commercial,0.23316356539726257,0.12789402638630942,16.70379066467285,358
Bear_parking_Bruce,BDG-2,commercial,0.05376536771655083,0.026498444136497826,42.136009216308594,724
Bear_parking_Gordon,BDG-2,commercial,0.009998687542974949,0.004788265356363759,27.762632369995117,724
Bear_public_Arlean,BDG-2,commercial,0.18924394249916077,0.0882143940280342,163.82028198242188,358
Bear_public_Jocelyn,BDG-2,commercial,0.07163745909929276,0.03304773670809026,48.61516571044922,724
Bear_public_Lowell,BDG-2,commercial,0.05505577102303505,0.02610830213757255,205.64857482910156,724
Bear_public_Orville,BDG-2,commercial,0.17905400693416595,0.07324536839105864,37.39374923706055,724
Bear_public_Rayna,BDG-2,commercial,0.20383001863956451,0.10596184846209478,111.285888671875,724
Bear_public_Valorie,BDG-2,commercial,0.16948546469211578,0.10533569399541692,195.00941467285156,724
Bear_science_Alison,BDG-2,commercial,0.031016269698739052,0.01688568951650441,103.69105529785156,724
Bear_science_Eleanor,BDG-2,commercial,0.17564120888710022,0.0744299694187835,36.418190002441406,724
Bear_utility_Sidney,BDG-2,commercial,0.029562124982476234,0.014296708732452824,52.22810363769531,724
Fox_assembly_Adrianne,BDG-2,commercial,0.2890510857105255,0.13409855084330574,233.17098999023438,724
Fox_assembly_Audrey,BDG-2,commercial,0.19215287268161774,0.08409481299662494,13.034918785095215,724
Fox_assembly_Boyce,BDG-2,commercial,0.19333365559577942,65562.5896123533,345.1589660644531,724
Fox_assembly_Bradley,BDG-2,commercial,0.31921589374542236,89015.86873568881,158.31744384765625,724
