building_id,dataset,building_type,cvrmse,ncrps,mean_actual,n_windows
Bear_assembly_Angel,BDG-2,commercial,0.1749226301908493,0.0954877641481717,471.112548828125,358
Bear_assembly_Beatrice,BDG-2,commercial,0.353102445602417,0.3385926616991939,42.99738311767578,724
Bear_assembly_Danial,BDG-2,commercial,0.10491723567247391,0.05947884618399606,160.9054718017578,358
Bear_assembly_Diana,BDG-2,commercial,0.2773157060146332,0.1458311633602873,0.8576714992523193,358
Bear_assembly_Genia,BDG-2,commercial,0.17871932685375214,0.0750898614254524,263.7847595214844,724
Bear_assembly_Harry,BDG-2,commercial,0.3134724795818329,0.14691163987082792,17.49002456665039,358
Bear_assembly_Jose,BDG-2,commercial,0.08778981119394302,0.043834027821388205,258.07232666015625,724
Bear_assembly_Roxy,BDG-2,commercial,0.662926435470581,0.21431467128226053,17.174842834472656,724
Bear_assembly_Ruby,BDG-2,commercial,0.0866200253367424,0.04595509274418334,69.42938995361328,724
Bear_education_Alfredo,BDG-2,commercial,0.35963770747184753,0.21058239708103546,0.1815103441476822,724
Bear_education_Alvaro,BDG-2,commercial,0.05737818032503128,0.03144875001501389,419.906005859375,724
Bear_education_Arnold,BDG-2,commercial,0.6612999439239502,0.23297611593650086,0.5585451722145081,724
Bear_education_Augusta,BDG-2,commercial,0.17958439886569977,0.06837438435687343,115.34999084472656,724
Bear_education_Austin,BDG-2,commercial,0.23819109797477722,0.08775769241632687,21.09602165222168,724
Bear_education_Babara,BDG-2,commercial,0.0670018345117569,0.034074936307720675,374.624267578125,724
Bear_education_Benita,BDG-2,commercial,0.054012030363082886,0.028659729732492097,521.9967651367188,724
Bear_education_Benjamin,BDG-2,commercial,0.5421867370605469,0.36820057904576947,1.0812993049621582,358
Bear_education_Bob,BDG-2,commercial,0.13515298068523407,0.05967380282723207,128.7039337158203,724
Bear_education_Bonita,BDG-2,commercial,0.4297705888748169,0.16066740912140484,0.1915164440870285,724
Bear_education_Bulah,BDG-2,commercial,0.06762140989303589,0.03630646900657086,1334.9388427734375,724
Bear_education_Carlo,BDG-2,commercial,0.3418704569339752,0.15597394896446373,3.9573185443878174,358
Bear_education_Chad,BDG-2,commercial,0.07048049569129944,0.03746579925924962,1003.34326171875,724
Bear_education_Chana,BDG-2,commercial,0.1170969307422638,0.05530674377111384,21.418455123901367,724
Bear_education_Chun,BDG-2,commercial,0.12732267379760742,0.053672022227103246,101.3416748046875,724
Bear_education_Clint,BDG-2,commercial,0.07518858462572098,0.03843077537518688,56.81238555908203,724
Bear_education_Curtis,BDG-2,commercial,0.06776939332485199,0.034812787835819196,69.04743957519531,724
Bear_education_Danna,BDG-2,commercial,0.15973985195159912,0.08209393399010309,103.2656478881836,724
Bear_education_Darrell,BDG-2,commercial,0.2936057150363922,0.13840153490525872,39.171810150146484,724
Bear_education_Deena,BDG-2,commercial,0.21598665416240692,4842.790205230126,8.570472717285156,724
Bear_education_Derek,BDG-2,commercial,0.12948207557201385,1.7191285013350883,184.26443481445312,724
Bear_education_Destiny,BDG-2,commercial,0.1599975973367691,0.08986252736427174,112.75077056884766,358
Bear_education_Elise,BDG-2,commercial,0.19486147165298462,0.11944820149629268,145.56175231933594,724
Bear_education_Fannie,BDG-2,commercial,0.1001635268330574,0.04743553094124993,436.4976806640625,724
Bear_education_Gavin,BDG-2,commercial,0.04778274893760681,0.0271324824026899,90.07969665527344,724
Bear_education_Herb,BDG-2,commercial,0.14040303230285645,0.06563718650136166,12.927227020263672,724
Bear_education_Herman,BDG-2,commercial,0.33543673157691956,0.19289367723711884,0.28519248962402344,724
Bear_education_Holly,BDG-2,commercial,0.31731486320495605,0.17219080923680977,1.2442387342453003,724
Bear_education_Irene,BDG-2,commercial,0.3682408332824707,0.14707477246165906,88.96098327636719,724
Bear_education_Iris,BDG-2,commercial,0.18464809656143188,0.09228354834413455,45.509220123291016,724
Bear_education_Katy,BDG-2,commercial,0.12957774102687836,0.05957837343768494,124.68228912353516,724
Bear_education_Lashanda,BDG-2,commercial,0.14224214851856232,0.07238869003810537,74.12352752685547,724
Bear_education_Laurette,BDG-2,commercial,0.05292849987745285,0.027075047329069277,50.947994232177734,724
Bear_education_Leonel,BDG-2,commercial,0.2797899842262268,0.12195550797501933,119.0407485961914,724
Bear_education_Lewis,BDG-2,commercial,0.1469283103942871,0.06748759267551471,23.520071029663086,724
Bear_education_Lidia,BDG-2,commercial,0.18992015719413757,0.09113549129486355,12.814207077026367,724
Bear_education_Lila,BDG-2,commercial,0.04645382985472679,0.026529661876044643,214.55172729492188,724
Bear_education_Liliana,BDG-2,commercial,0.05183844268321991,0.02755079153992975,467.41851806640625,358
Bear_education_Lorie,BDG-2,commercial,0.06219647452235222,0.031542080405339144,401.40771484375,724
Bear_education_Mara,BDG-2,commercial,0.03893275186419487,0.023775217365531894,509.4141845703125,724
Bear_education_Marie,BDG-2,commercial,0.19517189264297485,0.07773698062927163,23.76186752319336,724
Bear_education_Marsha,BDG-2,commercial,0.09715237468481064,0.044295485575621206,88.05343627929688,724
Bear_education_Marta,BDG-2,commercial,0.2507377862930298,0.14100087931666078,42.01968765258789,724
Bear_education_Maryjane,BDG-2,commercial,0.1236262395977974,0.06354711556563619,330.8199157714844,724
Bear_education_Merrill,BDG-2,commercial,0.208393856883049,0.09232868209453919,22.139785766601562,358
Bear_education_Millie,BDG-2,commercial,0.11639019846916199,0.05573576815227326,3.4350483417510986,724
Bear_education_Nanette,BDG-2,commercial,0.17164729535579681,0.08377198808198899,113.58598327636719,358
Bear_education_Oscar,BDG-2,commercial,0.14051945507526398,0.0751690456714757,11.717811584472656,724
Bear_education_Owen,BDG-2,commercial,0.12941120564937592,0.06151844815699091,149.95529174804688,724
Bear_education_Paola,BDG-2,commercial,0.13929590582847595,0.061546736131299115,149.52281188964844,724
Bear_education_Patricia,BDG-2,commercial,0.04600181803107262,0.026699390373446263,633.5633544921875,724
Bear_education_Pattie,BDG-2,commercial,0.07166244834661484,0.03699169685070481,173.43173217773438,724
Bear_education_Rebecca,BDG-2,commercial,0.04545080289244652,0.026797094048577823,782.1341552734375,724
Bear_education_Sandy,BDG-2,commercial,0.1287560760974884,0.0709026306559153,6.705957412719727,724
Bear_education_Santos,BDG-2,commercial,0.6614866852760315,0.20297570942731355,8.594915390014648,724
Bear_education_Sharon,BDG-2,commercial,0.0450330413877964,0.024884835189825982,112.30767822265625,724
Bear_education_Shelley,BDG-2,commercial,0.12314661592245102,0.05266797804766075,162.62428283691406,724
Bear_education_Tara,BDG-2,commercial,0.21011002361774445,0.13037854108238675,3.3994574546813965,724
Bear_education_Thuy,BDG-2,commercial,0.14453400671482086,0.06764709731517658,230.9322052001953,724
Bear_education_Val,BDG-2,commercial,0.041362497955560684,0.024595951777402054,374.450927734375,724
Bear_education_Wade,BDG-2,commercial,0.2725144028663635,2.2536195387976217,54.035789489746094,724
Bear_education_Wilton,BDG-2,commercial,0.06973536312580109,0.03749823983770416,1566.080810546875,724
Bear_education_Wm,BDG-2,commercial,0.09164568036794662,0.041289783843741414,50.36476135253906,724
Bear_education_Yuri,BDG-2,commercial,0.2726057171821594,0.12031422718308302,17.985137939453125,724
Bear_education_Yvette,BDG-2,commercial,0.23750828206539154,0.12768359194680698,10.993597030639648,724
Bear_education_Zandra,BDG-2,commercial,0.048234499990940094,0.027608533535675533,981.145263671875,724
Bear_lodging_Dannie,BDG-2,commercial,0.21987231075763702,0.10953230998324141,8.687925338745117,724
Bear_lodging_Erick,BDG-2,commercial,0.15565188229084015,0.0960746017257971,48.471038818359375,724
Bear_lodging_Esperanza,BDG-2,commercial,0.14548256993293762,0.07353766363014835,28.975727081298828,358
Bear_lodging_Evan,BDG-2,commercial,0.08231421560049057,0.04044315463412598,175.89659118652344,724
Bear_parking_Bridget,BDG-2,commercial,0.23817576467990875,0.13472560055704194,16.703784942626953,358
Bear_parking_Bruce,BDG-2,commercial,0.0557994470000267,0.028929963393861065,42.13601303100586,724
Bear_parking_Gordon,BDG-2,commercial,0.019697628915309906,0.01606233598491266,27.762622833251953,724
Bear_public_Arlean,BDG-2,commercial,0.207662433385849,0.09435055328457652,163.82020568847656,358
Bear_public_Jocelyn,BDG-2,commercial,0.08543948084115982,0.039987828003572014,48.61517333984375,724
Bear_public_Lowell,BDG-2,commercial,0.06218574568629265,0.03187286915430987,205.64862060546875,724
Bear_public_Orville,BDG-2,commercial,0.21093837916851044,0.0889563490794839,37.393714904785156,724
Bear_public_Rayna,BDG-2,commercial,0.26071321964263916,0.13354094431031455,111.28589630126953,724
Bear_public_Valorie,BDG-2,commercial,0.19501958787441254,0.12456199687544055,195.0094451904297,724
Bear_science_Alison,BDG-2,commercial,0.036451853811740875,0.022217749910871786,103.69091033935547,724
Bear_science_Eleanor,BDG-2,commercial,0.18622413277626038,0.07916581992217964,36.41819381713867,724
Bear_utility_Sidney,BDG-2,commercial,0.03458048403263092,0.020782658224328066,52.22809600830078,724
Fox_assembly_Adrianne,BDG-2,commercial,0.3020498752593994,0.13733300545813856,233.17098999023438,724
Fox_assembly_Audrey,BDG-2,commercial,0.1985468566417694,0.09251918575446218,13.03492259979248,724
Fox_assembly_Boyce,BDG-2,commercial,0.19983930885791779,15570.237132178743,345.1588439941406,724
Fox_assembly_Bradley,BDG-2,commercial,0.33581316471099854,21049.154855425106,158.31741333007812,724
Fox_assembly_Carlos,BDG-2,commercial,0.19363407790660858,0.07941830205122866,112.60234832763672,724
Fox_assembly_Cathy,BDG-2,commercial,0.1136971041560173,0.09060813060708642,57.38496398925781,724
Fox_assembly_Cecelia,BDG-2,commercial,0.16996163129806519,0.10703679716892554,16.84462547302246,724
Fox_assembly_Christie,BDG-2,commercial,0.36129656434059143,0.21907246290668025,20.87381362915039,724
Fox_assembly_Cindy,BDG-2,commercial,0.12645362317562103,0.07532117380061598,49.44367599487305,724
Fox_assembly_Dixie,BDG-2,commercial,0.5114399790763855,0.2590764179486428,73.3076400756836,724
Fox_assembly_Emma,BDG-2,commercial,0.13029880821704865,0.07774648640435596,171.02789306640625,724
Fox_assembly_Gary,BDG-2,commercial,0.08365932106971741,0.044111243892647915,91.8833999633789,724
Fox_assembly_Jerrod,BDG-2,commercial,2.1504931449890137,0.3053762362826355,2.557431697845459,724
Fox_assembly_Johnnie,BDG-2,commercial,0.17710106074810028,1.23059365910515,336.35467529296875,724
Fox_assembly_Kathie,BDG-2,commercial,0.43858131766319275,0.1480138000457,12.48863697052002,724
Fox_assembly_Lakeisha,BDG-2,commercial,0.34170180559158325,0.24506112100486327,17.72138786315918,724
Fox_assembly_Leeanne,BDG-2,commercial,0.1842379868030548,0.11405527207754429,18.272695541381836,724
Fox_assembly_Renna,BDG-2,commercial,0.03899434581398964,0.023817781155769577,376.2484130859375,724
Fox_assembly_Sheldon,BDG-2,commercial,0.09992942959070206,0.0538809875587621,99.42619323730469,724
Fox_assembly_Terrell,BDG-2,commercial,0.26481738686561584,0.0907346619822114,49.31958770751953,724
Fox_assembly_Tony,BDG-2,commercial,0.12456770241260529,0.0783332100495521,81.96186828613281,724
Fox_education_Andre,BDG-2,commercial,0.049493443220853806,0.028564149799789867,454.460205078125,724
Fox_education_Ashli,BDG-2,commercial,0.1437252014875412,0.09135767332839481,28.927303314208984,724
Fox_education_Burton,BDG-2,commercial,0.16633805632591248,0.09089002447154285,47.81435012817383,724
Fox_education_Carleen,BDG-2,commercial,0.14484640955924988,0.08057624516117143,105.99571990966797,724
Fox_education_Charles,BDG-2,commercial,0.1947769969701767,0.0909473983558839,15.87549114227295,724
Fox_education_Claire,BDG-2,commercial,0.16071835160255432,0.07980578221369622,60.79773712158203,724
Fox_education_Claude,BDG-2,commercial,0.038438234478235245,0.024571739420714573,972.3884887695312,724
Fox_education_Cynthia,BDG-2,commercial,0.10981666296720505,0.05607917767051259,210.12574768066406,724
Fox_education_Delma,BDG-2,commercial,0.4908803701400757,0.20681832670324538,92.18514251708984,724
Fox_education_Dewayne,BDG-2,commercial,0.13991069793701172,0.06920409569402633,77.63975524902344,724
Fox_education_Dominique,BDG-2,commercial,0.04493166506290436,0.025112691300547493,184.53231811523438,724
Fox_education_Eddy,BDG-2,commercial,0.1508275270462036,0.08678340944546618,296.0533752441406,724
Fox_education_Eldon,BDG-2,commercial,0.03582628443837166,0.022407033609818435,195.5152130126953,724
