building_id,dataset,building_type,metric,value,mean_actual,n_windows
Bear_assembly_Angel,BDG-2,commercial,cvrmse,0.1624969244003296,471.1126403808594,358
Bear_assembly_Beatrice,BDG-2,commercial,cvrmse,0.32257917523384094,42.99738693237305,724
Bear_assembly_Danial,BDG-2,commercial,cvrmse,0.10319210588932037,160.90548706054688,358
Bear_assembly_Diana,BDG-2,commercial,cvrmse,0.2758615016937256,0.8576714992523193,358
Bear_assembly_Genia,BDG-2,commercial,cvrmse,0.18272098898887634,263.7848205566406,724
Bear_assembly_Harry,BDG-2,commercial,cvrmse,0.3159700036048889,17.49002456665039,358
Bear_assembly_Jose,BDG-2,commercial,cvrmse,0.08749014884233475,258.0723571777344,724
Bear_assembly_Roxy,BDG-2,commercial,cvrmse,0.6425991654396057,17.174842834472656,724
Bear_assembly_Ruby,BDG-2,commercial,cvrmse,0.08204402774572372,69.42938995361328,724
Bear_education_Alfredo,BDG-2,commercial,cvrmse,0.33145228028297424,0.18151037395000458,724
Bear_education_Alvaro,BDG-2,commercial,cvrmse,0.05308040976524353,419.90606689453125,724
Bear_education_Arnold,BDG-2,commercial,cvrmse,0.6768602728843689,0.5585451722145081,724
Bear_education_Augusta,BDG-2,commercial,cvrmse,0.14603407680988312,115.35000610351562,724
Bear_education_Austin,BDG-2,commercial,cvrmse,0.18344591557979584,21.09602165222168,724
Bear_education_Babara,BDG-2,commercial,cvrmse,0.0624065026640892,374.62432861328125,724
Bear_education_Benita,BDG-2,commercial,cvrmse,0.044944968074560165,521.9968872070312,724
Bear_education_Benjamin,BDG-2,commercial,cvrmse,0.507918655872345,1.0812991857528687,358
Bear_education_Bob,BDG-2,commercial,cvrmse,0.11373693495988846,128.70396423339844,724
Bear_education_Bonita,BDG-2,commercial,cvrmse,0.39939573407173157,0.1915164589881897,724
Bear_education_Bulah,BDG-2,commercial,cvrmse,0.05814024433493614,1334.9393310546875,724
Bear_education_Carlo,BDG-2,commercial,cvrmse,0.2889176905155182,3.9573185443878174,358
Bear_education_Chad,BDG-2,commercial,cvrmse,0.06716842204332352,1003.3435668945312,724
Bear_education_Chana,BDG-2,commercial,cvrmse,0.11580327898263931,21.418455123901367,724
Bear_education_Chun,BDG-2,commercial,cvrmse,0.10559642314910889,101.34169006347656,724
Bear_education_Clint,BDG-2,commercial,cvrmse,0.07370665669441223,56.8123893737793,724
Bear_education_Curtis,BDG-2,commercial,cvrmse,0.06077996641397476,69.04743957519531,724
Bear_education_Danna,BDG-2,commercial,cvrmse,0.2070079892873764,103.26565551757812,724
Bear_education_Darrell,BDG-2,commercial,cvrmse,0.24552926421165466,39.17181396484375,724
Bear_education_Deena,BDG-2,commercial,cvrmse,0.27593860030174255,8.570472717285156,724
Bear_education_Derek,BDG-2,commercial,cvrmse,0.08905009180307388,184.26446533203125,724
Bear_education_Destiny,BDG-2,commercial,cvrmse,0.15087541937828064,112.75078582763672,358
Bear_education_Elise,BDG-2,commercial,cvrmse,0.20994777977466583,145.561767578125,724
Bear_education_Fannie,BDG-2,commercial,cvrmse,0.0960153117775917,436.4977722167969,724
Bear_education_Gavin,BDG-2,commercial,cvrmse,0.04321829229593277,90.0797119140625,724
Bear_education_Herb,BDG-2,commercial,cvrmse,0.14223574101924896,12.927227973937988,724
Bear_education_Herman,BDG-2,commercial,cvrmse,0.3005436062812805,0.28519248962402344,724
Bear_education_Holly,BDG-2,commercial,cvrmse,0.3071759045124054,1.2442386150360107,724
Bear_education_Irene,BDG-2,commercial,cvrmse,0.38222700357437134,88.96099853515625,724
Bear_education_Iris,BDG-2,commercial,cvrmse,0.16580964624881744,45.50922393798828,724
Bear_education_Katy,BDG-2,commercial,cvrmse,0.11885631829500198,124.68230438232422,724
Bear_education_Lashanda,BDG-2,commercial,cvrmse,0.12671351432800293,74.12354278564453,724
Bear_education_Laurette,BDG-2,commercial,cvrmse,0.04518933966755867,50.94800567626953,724
Bear_education_Leonel,BDG-2,commercial,cvrmse,0.19317561388015747,119.04076385498047,724
Bear_education_Lewis,BDG-2,commercial,cvrmse,0.12606260180473328,23.52007293701172,724
Bear_education_Lidia,BDG-2,commercial,cvrmse,0.17491374909877777,12.814207077026367,724
Bear_education_Lila,BDG-2,commercial,cvrmse,0.03745213896036148,214.5517578125,724
Bear_education_Liliana,BDG-2,commercial,cvrmse,0.0469503179192543,467.41864013671875,358
Bear_education_Lorie,BDG-2,commercial,cvrmse,0.057609617710113525,401.4078063964844,724
Bear_education_Mara,BDG-2,commercial,cvrmse,0.03424760699272156,509.414306640625,724
Bear_education_Marie,BDG-2,commercial,cvrmse,0.16206559538841248,23.761871337890625,724
Bear_education_Marsha,BDG-2,commercial,cvrmse,0.08262038975954056,88.05345916748047,724
Bear_education_Marta,BDG-2,commercial,cvrmse,0.22483476996421814,42.01968765258789,724
Bear_education_Maryjane,BDG-2,commercial,cvrmse,0.12104018777608871,330.82000732421875,724
Bear_education_Merrill,BDG-2,commercial,cvrmse,0.19257880747318268,22.139787673950195,358
Bear_education_Millie,BDG-2,commercial,cvrmse,0.10997133702039719,3.4350483417510986,724
Bear_education_Nanette,BDG-2,commercial,cvrmse,0.15622194111347198,113.58599853515625,358
Bear_education_Oscar,BDG-2,commercial,cvrmse,0.13444726169109344,11.717812538146973,724
Bear_education_Owen,BDG-2,commercial,cvrmse,0.10512048751115799,149.95533752441406,724
Bear_education_Paola,BDG-2,commercial,cvrmse,0.1298399716615677,149.52281188964844,724
Bear_education_Patricia,BDG-2,commercial,cvrmse,0.04307422414422035,633.5635375976562,724
Bear_education_Pattie,BDG-2,commercial,cvrmse,0.06620168685913086,173.43177795410156,724
Bear_education_Rebecca,BDG-2,commercial,cvrmse,0.03814151510596275,782.13427734375,724
Bear_education_Sandy,BDG-2,commercial,cvrmse,0.12871894240379333,6.705957412719727,724
Bear_education_Santos,BDG-2,commercial,cvrmse,0.6391574740409851,8.594917297363281,724
Bear_education_Sharon,BDG-2,commercial,cvrmse,0.04058650881052017,112.30770111083984,724
Bear_education_Shelley,BDG-2,commercial,cvrmse,0.10816821455955505,162.6243133544922,724
Bear_education_Tara,BDG-2,commercial,cvrmse,0.19527414441108704,3.3994574546813965,724
Bear_education_Thuy,BDG-2,commercial,cvrmse,0.13071700930595398,230.9322509765625,724
Bear_education_Val,BDG-2,commercial,cvrmse,0.035152558237314224,374.45098876953125,724
Bear_education_Wade,BDG-2,commercial,cvrmse,0.19153007864952087,54.035797119140625,724
Bear_education_Wilton,BDG-2,commercial,cvrmse,0.05851767212152481,1566.0810546875,724
Bear_education_Wm,BDG-2,commercial,cvrmse,0.08200755715370178,50.36476516723633,724
Bear_education_Yuri,BDG-2,commercial,cvrmse,0.20728997886180878,17.985137939453125,724
Bear_education_Yvette,BDG-2,commercial,cvrmse,0.21155422925949097,10.993597030639648,724
Bear_education_Zandra,BDG-2,commercial,cvrmse,0.0346737764775753,981.1455078125,724
Bear_lodging_Dannie,BDG-2,commercial,cvrmse,0.20764762163162231,8.687925338745117,724
Bear_lodging_Erick,BDG-2,commercial,cvrmse,0.13314716517925262,48.47105026245117,724
Bear_lodging_Esperanza,BDG-2,commercial,cvrmse,0.1362297087907791,28.975730895996094,358
