building_id,dataset,building_type,metric,value,mean_actual,n_windows
Bear_assembly_Angel,BDG-2,commercial,cvrmse,0.1668873131275177,470.1442565917969,351
Bear_assembly_Beatrice,BDG-2,commercial,cvrmse,0.3006454110145569,42.93876647949219,717
Bear_assembly_Danial,BDG-2,commercial,cvrmse,0.09658648073673248,161.33656311035156,351
Bear_assembly_Diana,BDG-2,commercial,cvrmse,0.26054564118385315,0.8562901020050049,351
Bear_assembly_Genia,BDG-2,commercial,cvrmse,0.1779635101556778,264.0694580078125,717
Bear_assembly_Harry,BDG-2,commercial,cvrmse,0.3052011728286743,17.418556213378906,351
Bear_assembly_Jose,BDG-2,commercial,cvrmse,0.08500032126903534,258.6329650878906,717
Bear_assembly_Roxy,BDG-2,commercial,cvrmse,0.603870153427124,17.25547981262207,717
Bear_assembly_Ruby,BDG-2,commercial,cvrmse,0.08556181937456131,69.39464569091797,717
Bear_education_Alfredo,BDG-2,commercial,cvrmse,0.33454909920692444,0.18142732977867126,717
Bear_education_Alvaro,BDG-2,commercial,cvrmse,0.05253530293703079,419.9188232421875,717
Bear_education_Arnold,BDG-2,commercial,cvrmse,0.6457359790802002,0.5600025653839111,717
Bear_education_Augusta,BDG-2,commercial,cvrmse,0.1432478427886963,115.32402038574219,717
Bear_education_Austin,BDG-2,commercial,cvrmse,0.18503360450267792,21.04792594909668,717
Bear_education_Babara,BDG-2,commercial,cvrmse,0.06150315701961517,375.3759765625,717
Bear_education_Benita,BDG-2,commercial,cvrmse,0.04986267909407616,522.1944580078125,717
Bear_education_Benjamin,BDG-2,commercial,cvrmse,0.5082032680511475,1.0537137985229492,351
Bear_education_Bob,BDG-2,commercial,cvrmse,0.11813083291053772,128.86627197265625,717
Bear_education_Bonita,BDG-2,commercial,cvrmse,0.3921925127506256,0.19065319001674652,717
Bear_education_Bulah,BDG-2,commercial,cvrmse,0.05430636182427406,1336.5594482421875,717
Bear_education_Carlo,BDG-2,commercial,cvrmse,0.29450079798698425,3.9446921348571777,351
Bear_education_Chad,BDG-2,commercial,cvrmse,0.06703606992959976,1006.735107421875,717
Bear_education_Chana,BDG-2,commercial,cvrmse,0.11377136409282684,21.446714401245117,717
Bear_education_Chun,BDG-2,commercial,cvrmse,0.11658588796854019,101.52201843261719,717
Bear_education_Clint,BDG-2,commercial,cvrmse,0.0704655572772026,56.818511962890625,717
Bear_education_Curtis,BDG-2,commercial,cvrmse,0.06391631066799164,69.01129913330078,717
Bear_education_Danna,BDG-2,commercial,cvrmse,0.16700206696987152,103.5024185180664,717
Bear_education_Darrell,BDG-2,commercial,cvrmse,0.24296486377716064,39.090938568115234,717
Bear_education_Deena,BDG-2,commercial,cvrmse,175405728.0,8.566261291503906,717
Bear_education_Derek,BDG-2,commercial,cvrmse,0.12351042777299881,184.3376007080078,717
Bear_education_Destiny,BDG-2,commercial,cvrmse,0.15109992027282715,112.7834243774414,351
Bear_education_Elise,BDG-2,commercial,cvrmse,0.18974196910858154,145.6223602294922,717
Bear_education_Fannie,BDG-2,commercial,cvrmse,0.0935339406132698,436.8401184082031,717
Bear_education_Gavin,BDG-2,commercial,cvrmse,0.0443219318985939,90.15251922607422,717
