building_id,seq_ptr
retail_v3_2001_2010_jeju_tmy_p0039,168
retail_v3_2001_2010_jeju_tmy_p0039,192
retail_v3_2001_2010_jeju_tmy_p0039,216
retail_v3_2001_2010_jeju_tmy_p0039,240
retail_v3_2001_2010_jeju_tmy_p0039,264
retail_v3_2001_2010_jeju_tmy_p0039,288
retail_v3_2001_2010_jeju_tmy_p0039,312
retail_v3_2001_2010_jeju_tmy_p0039,336
retail_v3_2001_2010_jeju_tmy_p0039,360
retail_v3_2001_2010_jeju_tmy_p0039,384
retail_v3_2001_2010_jeju_tmy_p0039,408
retail_v3_2001_2010_jeju_tmy_p0039,432
retail_v3_2001_2010_jeju_tmy_p0039,456
retail_v3_2001_2010_jeju_tmy_p0039,480
retail_v3_2001_2010_jeju_tmy_p0039,504
retail_v3_2001_2010_jeju_tmy_p0039,528
retail_v3_2001_2010_jeju_tmy_p0039,552
retail_v3_2001_2010_jeju_tmy_p0039,576
retail_v3_2001_2010_jeju_tmy_p0039,600
retail_v3_2001_2010_jeju_tmy_p0039,624
retail_v3_2001_2010_jeju_tmy_p0039,648
retail_v3_2001_2010_jeju_tmy_p0039,672
retail_v3_2001_2010_jeju_tmy_p0039,696
retail_v3_2001_2010_jeju_tmy_p0039,720
retail_v3_2001_2010_jeju_tmy_p0039,744
retail_v3_2001_2010_jeju_tmy_p0039,768
retail_v3_2001_2010_jeju_tmy_p0039,792
retail_v3_2001_2010_jeju_tmy_p0039,816
retail_v3_2001_2010_jeju_tmy_p0039,840
retail_v3_2001_2010_jeju_tmy_p0039,864
retail_v3_2001_2010_jeju_tmy_p0039,888
retail_v3_2001_2010_jeju_tmy_p0039,912
retail_v3_2001_2010_jeju_tmy_p0039,936
retail_v3_2001_2010_jeju_tmy_p0039,960
retail_v3_2001_2010_jeju_tmy_p0039,984
retail_v3_2001_2010_jeju_tmy_p0039,1008
retail_v3_2001_2010_jeju_tmy_p0039,1032
retail_v3_2001_2010_jeju_tmy_p0039,1056
retail_v3_2001_2010_jeju_tmy_p0039,1080
retail_v3_2001_2010_jeju_tmy_p0039,1104
retail_v3_2001_2010_jeju_tmy_p0039,1128
retail_v3_2001_2010_jeju_tmy_p0039,1152
retail_v3_2001_2010_jeju_tmy_p0039,1176
retail_v3_2001_2010_jeju_tmy_p0039,1200
retail_v3_2001_2010_jeju_tmy_p0039,1224
retail_v3_2001_2010_jeju_tmy_p0039,1248
retail_v3_2001_2010_jeju_tmy_p0039,1272
retail_v3_2001_2010_jeju_tmy_p0039,1296
retail_v3_2001_2010_jeju_tmy_p0039,1320
retail_v3_2001_2010_jeju_tmy_p0039,1344
retail_v3_2001_2010_jeju_tmy_p0039,1368
