building_id,seq_ptr
retail_v3_2001_2010_jeju_tmy_p0171,168
retail_v3_2001_2010_jeju_tmy_p0171,192
retail_v3_2001_2010_jeju_tmy_p0171,216
retail_v3_2001_2010_jeju_tmy_p0171,240
retail_v3_2001_2010_jeju_tmy_p0171,264
retail_v3_2001_2010_jeju_tmy_p0171,288
retail_v3_2001_2010_jeju_tmy_p0171,312
retail_v3_2001_2010_jeju_tmy_p0171,336
retail_v3_2001_2010_jeju_tmy_p0171,360
retail_v3_2001_2010_jeju_tmy_p0171,384
retail_v3_2001_2010_jeju_tmy_p0171,408
retail_v3_2001_2010_jeju_tmy_p0171,432
retail_v3_2001_2010_jeju_tmy_p0171,456
retail_v3_2001_2010_jeju_tmy_p0171,480
retail_v3_2001_2010_jeju_tmy_p0171,504
retail_v3_2001_2010_jeju_tmy_p0171,528
retail_v3_2001_2010_jeju_tmy_p0171,552
retail_v3_2001_2010_jeju_tmy_p0171,576
retail_v3_2001_2010_jeju_tmy_p0171,600
retail_v3_2001_2010_jeju_tmy_p0171,624
retail_v3_2001_2010_jeju_tmy_p0171,648
retail_v3_2001_2010_jeju_tmy_p0171,672
retail_v3_2001_2010_jeju_tmy_p0171,696
retail_v3_2001_2010_jeju_tmy_p0171,720
retail_v3_2001_2010_jeju_tmy_p0171,744
retail_v3_2001_2010_jeju_tmy_p0171,768
retail_v3_2001_2010_jeju_tmy_p0171,792
retail_v3_2001_2010_jeju_tmy_p0171,816
retail_v3_2001_2010_jeju_tmy_p0171,840
retail_v3_2001_2010_jeju_tmy_p0171,864
retail_v3_2001_2010_jeju_tmy_p0171,888
retail_v3_2001_2010_jeju_tmy_p0171,912
retail_v3_2001_2010_jeju_tmy_p0171,936
retail_v3_2001_2010_jeju_tmy_p0171,960
retail_v3_2001_2010_jeju_tmy_p0171,984
retail_v3_2001_2010_jeju_tmy_p0171,1008
retail_v3_2001_2010_jeju_tmy_p0171,1032
retail_v3_2001_2010_jeju_tmy_p0171,1056
retail_v3_2001_2010_jeju_tmy_p0171,1080
retail_v3_2001_2010_jeju_tmy_p0171,1104
retail_v3_2001_2010_jeju_tmy_p0171,1128
retail_v3_2001_2010_jeju_tmy_p0171,1152
retail_v3_2001_2010_jeju_tmy_p0171,1176
retail_v3_2001_2010_jeju_tmy_p0171,1200
retail_v3_2001_2010_jeju_tmy_p0171,1224
retail_v3_2001_2010_jeju_tmy_p0171,1248
retail_v3_2001_2010_jeju_tmy_p0171,1272
retail_v3_2001_2010_jeju_tmy_p0171,1296
retail_v3_2001_2010_jeju_tmy_p0171,1320
retail_v3_2001_2010_jeju_tmy_p0171,1344
retail_v3_2001_2010_jeju_tmy_p0171,1368
retail_v3_2001_2010_jeju_tmy_p0171,1392
retail_v3_2001_2010_jeju_tmy_p0171,1416
retail_v3_2001_2010_jeju_tmy_p0171,1440
retail_v3_2001_2010_jeju_tmy_p0171,1464
retail_v3_2001_2010_jeju_tmy_p0171,1488
retail_v3_2001_2010_jeju_tmy_p0171,1512
retail_v3_2001_2010_jeju_tmy_p0171,1536
retail_v3_2001_2010_jeju_tmy_p0171,1560
retail_v3_2001_2010_jeju_tmy_p0171,1584
retail_v3_2001_2010_jeju_tmy_p0171,1608
retail_v3_2001_2010_jeju_tmy_p0171,1632
retail_v3_2001_2010_jeju_tmy_p0171,1656
retail_v3_2001_2010_jeju_tmy_p0171,1680
