building_id,seq_ptr
school_v5_2018_plus_seoul_tmy_p0028,168
school_v5_2018_plus_seoul_tmy_p0028,192
school_v5_2018_plus_seoul_tmy_p0028,216
school_v5_2018_plus_seoul_tmy_p0028,240
school_v5_2018_plus_seoul_tmy_p0028,264
school_v5_2018_plus_seoul_tmy_p0028,288
school_v5_2018_plus_seoul_tmy_p0028,312
school_v5_2018_plus_seoul_tmy_p0028,336
school_v5_2018_plus_seoul_tmy_p0028,360
school_v5_2018_plus_seoul_tmy_p0028,384
school_v5_2018_plus_seoul_tmy_p0028,408
school_v5_2018_plus_seoul_tmy_p0028,432
school_v5_2018_plus_seoul_tmy_p0028,456
school_v5_2018_plus_seoul_tmy_p0028,480
school_v5_2018_plus_seoul_tmy_p0028,504
school_v5_2018_plus_seoul_tmy_p0028,528
school_v5_2018_plus_seoul_tmy_p0028,552
school_v5_2018_plus_seoul_tmy_p0028,576
school_v5_2018_plus_seoul_tmy_p0028,600
school_v5_2018_plus_seoul_tmy_p0028,624
school_v5_2018_plus_seoul_tmy_p0028,648
school_v5_2018_plus_seoul_tmy_p0028,672
school_v5_2018_plus_seoul_tmy_p0028,696
school_v5_2018_plus_seoul_tmy_p0028,720
school_v5_2018_plus_seoul_tmy_p0028,744
school_v5_2018_plus_seoul_tmy_p0028,768
school_v5_2018_plus_seoul_tmy_p0028,792
school_v5_2018_plus_seoul_tmy_p0028,816
school_v5_2018_plus_seoul_tmy_p0028,840
school_v5_2018_plus_seoul_tmy_p0028,864
school_v5_2018_plus_seoul_tmy_p0028,888
school_v5_2018_plus_seoul_tmy_p0028,912
school_v5_2018_plus_seoul_tmy_p0028,936
school_v5_2018_plus_seoul_tmy_p0028,960
school_v5_2018_plus_seoul_tmy_p0028,984
school_v5_2018_plus_seoul_tmy_p0028,1008
school_v5_2018_plus_seoul_tmy_p0028,1032
school_v5_2018_plus_seoul_tmy_p0028,1056
school_v5_2018_plus_seoul_tmy_p0028,1080
school_v5_2018_plus_seoul_tmy_p0028,1104
school_v5_2018_plus_seoul_tmy_p0028,1128
school_v5_2018_plus_seoul_tmy_p0028,1152
school_v5_2018_plus_seoul_tmy_p0028,1176
school_v5_2018_plus_seoul_tmy_p0028,1200
school_v5_2018_plus_seoul_tmy_p0028,1224
school_v5_2018_plus_seoul_tmy_p0028,1248
school_v5_2018_plus_seoul_tmy_p0028,1272
school_v5_2018_plus_seoul_tmy_p0028,1296
school_v5_2018_plus_seoul_tmy_p0028,1320
school_v5_2018_plus_seoul_tmy_p0028,1344
school_v5_2018_plus_seoul_tmy_p0028,1368
school_v5_2018_plus_seoul_tmy_p0028,1392
school_v5_2018_plus_seoul_tmy_p0028,1416
school_v5_2018_plus_seoul_tmy_p0028,1440
school_v5_2018_plus_seoul_tmy_p0028,1464
school_v5_2018_plus_seoul_tmy_p0028,1488
school_v5_2018_plus_seoul_tmy_p0028,1512
school_v5_2018_plus_seoul_tmy_p0028,1536
school_v5_2018_plus_seoul_tmy_p0028,1560
school_v5_2018_plus_seoul_tmy_p0028,1584
school_v5_2018_plus_seoul_tmy_p0028,1608
school_v5_2018_plus_seoul_tmy_p0028,1632
school_v5_2018_plus_seoul_tmy_p0028,1656
school_v5_2018_plus_seoul_tmy_p0028,1680
school_v5_2018_plus_seoul_tmy_p0028,1704
school_v5_2018_plus_seoul_tmy_p0028,1728
school_v5_2018_plus_seoul_tmy_p0028,1752
school_v5_2018_plus_seoul_tmy_p0028,1776
school_v5_2018_plus_seoul_tmy_p0028,1800
school_v5_2018_plus_seoul_tmy_p0028,1824
school_v5_2018_plus_seoul_tmy_p0028,1848
school_v5_2018_plus_seoul_tmy_p0028,1872
school_v5_2018_plus_seoul_tmy_p0028,1896
school_v5_2018_plus_seoul_tmy_p0028,1920
school_v5_2018_plus_seoul_tmy_p0028,1944
school_v5_2018_plus_seoul_tmy_p0028,1968
school_v5_2018_plus_seoul_tmy_p0028,1992
school_v5_2018_plus_seoul_tmy_p0028,2016
school_v5_2018_plus_seoul_tmy_p0028,2040
school_v5_2018_plus_seoul_tmy_p0028,2064
school_v5_2018_plus_seoul_tmy_p0028,2088
school_v5_2018_plus_seoul_tmy_p0028,2112
school_v5_2018_plus_seoul_tmy_p0028,2136
school_v5_2018_plus_seoul_tmy_p0028,2160
school_v5_2018_plus_seoul_tmy_p0028,2184
school_v5_2018_plus_seoul_tmy_p0028,2208
school_v5_2018_plus_seoul_tmy_p0028,2232
school_v5_2018_plus_seoul_tmy_p0028,2256
school_v5_2018_plus_seoul_tmy_p0028,2280
school_v5_2018_plus_seoul_tmy_p0028,2304
school_v5_2018_plus_seoul_tmy_p0028,2328
school_v5_2018_plus_seoul_tmy_p0028,2352
school_v5_2018_plus_seoul_tmy_p0028,2376
school_v5_2018_plus_seoul_tmy_p0028,2400
school_v5_2018_plus_seoul_tmy_p0028,2424
school_v5_2018_plus_seoul_tmy_p0028,2448
school_v5_2018_plus_seoul_tmy_p0028,2472
school_v5_2018_plus_seoul_tmy_p0028,2496
school_v5_2018_plus_seoul_tmy_p0028,2520
school_v5_2018_plus_seoul_tmy_p0028,2544
school_v5_2018_plus_seoul_tmy_p0028,2568
school_v5_2018_plus_seoul_tmy_p0028,2592
school_v5_2018_plus_seoul_tmy_p0028,2616
school_v5_2018_plus_seoul_tmy_p0028,2640
school_v5_2018_plus_seoul_tmy_p0028,2664
school_v5_2018_plus_seoul_tmy_p0028,2688
school_v5_2018_plus_seoul_tmy_p0028,2712
school_v5_2018_plus_seoul_tmy_p0028,2736
school_v5_2018_plus_seoul_tmy_p0028,2760
school_v5_2018_plus_seoul_tmy_p0028,2784
school_v5_2018_plus_seoul_tmy_p0028,2808
school_v5_2018_plus_seoul_tmy_p0028,2832
school_v5_2018_plus_seoul_tmy_p0028,2856
school_v5_2018_plus_seoul_tmy_p0028,2880
school_v5_2018_plus_seoul_tmy_p0028,2904
school_v5_2018_plus_seoul_tmy_p0028,2928
school_v5_2018_plus_seoul_tmy_p0028,2952
school_v5_2018_plus_seoul_tmy_p0028,2976
school_v5_2018_plus_seoul_tmy_p0028,3000
school_v5_2018_plus_seoul_tmy_p0028,3024
school_v5_2018_plus_seoul_tmy_p0028,3048
school_v5_2018_plus_seoul_tmy_p0028,3072
school_v5_2018_plus_seoul_tmy_p0028,3096
school_v5_2018_plus_seoul_tmy_p0028,3120
school_v5_2018_plus_seoul_tmy_p0028,3144
school_v5_2018_plus_seoul_tmy_p0028,3168
school_v5_2018_plus_seoul_tmy_p0028,3192
school_v5_2018_plus_seoul_tmy_p0028,3216
school_v5_2018_plus_seoul_tmy_p0028,3240
school_v5_2018_plus_seoul_tmy_p0028,3264
school_v5_2018_plus_seoul_tmy_p0028,3288
school_v5_2018_plus_seoul_tmy_p0028,3312
school_v5_2018_plus_seoul_tmy_p0028,3336
school_v5_2018_plus_seoul_tmy_p0028,3360
school_v5_2018_plus_seoul_tmy_p0028,3384
school_v5_2018_plus_seoul_tmy_p0028,3408
school_v5_2018_plus_seoul_tmy_p0028,3432
school_v5_2018_plus_seoul_tmy_p0028,3456
school_v5_2018_plus_seoul_tmy_p0028,3480
school_v5_2018_plus_seoul_tmy_p0028,3504
school_v5_2018_plus_seoul_tmy_p0028,3528
school_v5_2018_plus_seoul_tmy_p0028,3552
school_v5_2018_plus_seoul_tmy_p0028,3576
school_v5_2018_plus_seoul_tmy_p0028,3600
school_v5_2018_plus_seoul_tmy_p0028,3624
school_v5_2018_plus_seoul_tmy_p0028,3648
school_v5_2018_plus_seoul_tmy_p0028,3672
school_v5_2018_plus_seoul_tmy_p0028,3696
school_v5_2018_plus_seoul_tmy_p0028,3720
school_v5_2018_plus_seoul_tmy_p0028,3744
school_v5_2018_plus_seoul_tmy_p0028,3768
school_v5_2018_plus_seoul_tmy_p0028,3792
school_v5_2018_plus_seoul_tmy_p0028,3816
school_v5_2018_plus_seoul_tmy_p0028,3840
school_v5_2018_plus_seoul_tmy_p0028,3864
school_v5_2018_plus_seoul_tmy_p0028,3888
school_v5_2018_plus_seoul_tmy_p0028,3912
school_v5_2018_plus_seoul_tmy_p0028,3936
school_v5_2018_plus_seoul_tmy_p0028,3960
school_v5_2018_plus_seoul_tmy_p0028,3984
school_v5_2018_plus_seoul_tmy_p0028,4008
school_v5_2018_plus_seoul_tmy_p0028,4032
school_v5_2018_plus_seoul_tmy_p0028,4056
school_v5_2018_plus_seoul_tmy_p0028,4080
school_v5_2018_plus_seoul_tmy_p0028,4104
school_v5_2018_plus_seoul_tmy_p0028,4128
school_v5_2018_plus_seoul_tmy_p0028,4152
school_v5_2018_plus_seoul_tmy_p0028,4176
school_v5_2018_plus_seoul_tmy_p0028,4200
school_v5_2018_plus_seoul_tmy_p0028,4224
school_v5_2018_plus_seoul_tmy_p0028,4248
school_v5_2018_plus_seoul_tmy_p0028,4272
school_v5_2018_plus_seoul_tmy_p0028,4296
school_v5_2018_plus_seoul_tmy_p0028,4320
school_v5_2018_plus_seoul_tmy_p0028,4344
school_v5_2018_plus_seoul_tmy_p0028,4368
school_v5_2018_plus_seoul_tmy_p0028,4392
school_v5_2018_plus_seoul_tmy_p0028,4416
school_v5_2018_plus_seoul_tmy_p0028,4440
school_v5_2018_plus_seoul_tmy_p0028,4464
school_v5_2018_plus_seoul_tmy_p0028,4488
school_v5_2018_plus_seoul_tmy_p0028,4512
school_v5_2018_plus_seoul_tmy_p0028,4536
school_v5_2018_plus_seoul_tmy_p0028,4560
school_v5_2018_plus_seoul_tmy_p0028,4584
school_v5_2018_plus_seoul_tmy_p0028,4608
school_v5_2018_plus_seoul_tmy_p0028,4632
school_v5_2018_plus_seoul_tmy_p0028,4656
school_v5_2018_plus_seoul_tmy_p0028,4680
school_v5_2018_plus_seoul_tmy_p0028,4704
school_v5_2018_plus_seoul_tmy_p0028,4728
school_v5_2018_plus_seoul_tmy_p0028,4752
school_v5_2018_plus_seoul_tmy_p0028,4776
school_v5_2018_plus_seoul_tmy_p0028,4800
school_v5_2018_plus_seoul_tmy_p0028,4824
school_v5_2018_plus_seoul_tmy_p0028,4848
school_v5_2018_plus_seoul_tmy_p0028,4872
school_v5_2018_plus_seoul_tmy_p0028,4896
school_v5_2018_plus_seoul_tmy_p0028,4920
school_v5_2018_plus_seoul_tmy_p0028,4944
school_v5_2018_plus_seoul_tmy_p0028,4968
school_v5_2018_plus_seoul_tmy_p0028,4992
school_v5_2018_plus_seoul_tmy_p0028,5016
school_v5_2018_plus_seoul_tmy_p0028,5040
school_v5_2018_plus_seoul_tmy_p0028,5064
school_v5_2018_plus_seoul_tmy_p0028,5088
school_v5_2018_plus_seoul_tmy_p0028,5112
school_v5_2018_plus_seoul_tmy_p0028,5136
school_v5_2018_plus_seoul_tmy_p0028,5160
school_v5_2018_plus_seoul_tmy_p0028,5184
school_v5_2018_plus_seoul_tmy_p0028,5208
school_v5_2018_plus_seoul_tmy_p0028,5232
school_v5_2018_plus_seoul_tmy_p0028,5256
school_v5_2018_plus_seoul_tmy_p0028,5280
school_v5_2018_plus_seoul_tmy_p0028,5304
school_v5_2018_plus_seoul_tmy_p0028,5328
school_v5_2018_plus_seoul_tmy_p0028,5352
school_v5_2018_plus_seoul_tmy_p0028,5376
school_v5_2018_plus_seoul_tmy_p0028,5400
school_v5_2018_plus_seoul_tmy_p0028,5424
school_v5_2018_plus_seoul_tmy_p0028,5448
school_v5_2018_plus_seoul_tmy_p0028,5472
school_v5_2018_plus_seoul_tmy_p0028,5496
school_v5_2018_plus_seoul_tmy_p0028,5520
school_v5_2018_plus_seoul_tmy_p0028,5544
school_v5_2018_plus_seoul_tmy_p0028,5568
school_v5_2018_plus_seoul_tmy_p0028,5592
school_v5_2018_plus_seoul_tmy_p0028,5616
school_v5_2018_plus_seoul_tmy_p0028,5640
school_v5_2018_plus_seoul_tmy_p0028,5664
school_v5_2018_plus_seoul_tmy_p0028,5688
school_v5_2018_plus_seoul_tmy_p0028,5712
school_v5_2018_plus_seoul_tmy_p0028,5736
school_v5_2018_plus_seoul_tmy_p0028,5760
school_v5_2018_plus_seoul_tmy_p0028,5784
school_v5_2018_plus_seoul_tmy_p0028,5808
school_v5_2018_plus_seoul_tmy_p0028,5832
school_v5_2018_plus_seoul_tmy_p0028,5856
school_v5_2018_plus_seoul_tmy_p0028,5880
school_v5_2018_plus_seoul_tmy_p0028,5904
school_v5_2018_plus_seoul_tmy_p0028,5928
school_v5_2018_plus_seoul_tmy_p0028,5952
school_v5_2018_plus_seoul_tmy_p0028,5976
school_v5_2018_plus_seoul_tmy_p0028,6000
school_v5_2018_plus_seoul_tmy_p0028,6024
school_v5_2018_plus_seoul_tmy_p0028,6048
school_v5_2018_plus_seoul_tmy_p0028,6072
school_v5_2018_plus_seoul_tmy_p0028,6096
school_v5_2018_plus_seoul_tmy_p0028,6120
school_v5_2018_plus_seoul_tmy_p0028,6144
school_v5_2018_plus_seoul_tmy_p0028,6168
school_v5_2018_plus_seoul_tmy_p0028,6192
school_v5_2018_plus_seoul_tmy_p0028,6216
school_v5_2018_plus_seoul_tmy_p0028,6240
school_v5_2018_plus_seoul_tmy_p0028,6264
school_v5_2018_plus_seoul_tmy_p0028,6288
school_v5_2018_plus_seoul_tmy_p0028,6312
school_v5_2018_plus_seoul_tmy_p0028,6336
school_v5_2018_plus_seoul_tmy_p0028,6360
school_v5_2018_plus_seoul_tmy_p0028,6384
school_v5_2018_plus_seoul_tmy_p0028,6408
school_v5_2018_plus_seoul_tmy_p0028,6432
school_v5_2018_plus_seoul_tmy_p0028,6456
school_v5_2018_plus_seoul_tmy_p0028,6480
school_v5_2018_plus_seoul_tmy_p0028,6504
school_v5_2018_plus_seoul_tmy_p0028,6528
school_v5_2018_plus_seoul_tmy_p0028,6552
school_v5_2018_plus_seoul_tmy_p0028,6576
school_v5_2018_plus_seoul_tmy_p0028,6600
school_v5_2018_plus_seoul_tmy_p0028,6624
school_v5_2018_plus_seoul_tmy_p0028,6648
school_v5_2018_plus_seoul_tmy_p0028,6672
school_v5_2018_plus_seoul_tmy_p0028,6696
school_v5_2018_plus_seoul_tmy_p0028,6720
school_v5_2018_plus_seoul_tmy_p0028,6744
school_v5_2018_plus_seoul_tmy_p0028,6768
school_v5_2018_plus_seoul_tmy_p0028,6792
