building_id,seq_ptr
retail_v5_2018_plus_gangneung_tmy_p0165,168
retail_v5_2018_plus_gangneung_tmy_p0165,192
retail_v5_2018_plus_gangneung_tmy_p0165,216
retail_v5_2018_plus_gangneung_tmy_p0165,240
retail_v5_2018_plus_gangneung_tmy_p0165,264
retail_v5_2018_plus_gangneung_tmy_p0165,288
retail_v5_2018_plus_gangneung_tmy_p0165,312
retail_v5_2018_plus_gangneung_tmy_p0165,336
retail_v5_2018_plus_gangneung_tmy_p0165,360
retail_v5_2018_plus_gangneung_tmy_p0165,384
retail_v5_2018_plus_gangneung_tmy_p0165,408
retail_v5_2018_plus_gangneung_tmy_p0165,432
retail_v5_2018_plus_gangneung_tmy_p0165,456
retail_v5_2018_plus_gangneung_tmy_p0165,480
retail_v5_2018_plus_gangneung_tmy_p0165,504
retail_v5_2018_plus_gangneung_tmy_p0165,528
retail_v5_2018_plus_gangneung_tmy_p0165,552
retail_v5_2018_plus_gangneung_tmy_p0165,576
retail_v5_2018_plus_gangneung_tmy_p0165,600
retail_v5_2018_plus_gangneung_tmy_p0165,624
retail_v5_2018_plus_gangneung_tmy_p0165,648
retail_v5_2018_plus_gangneung_tmy_p0165,672
retail_v5_2018_plus_gangneung_tmy_p0165,696
retail_v5_2018_plus_gangneung_tmy_p0165,720
retail_v5_2018_plus_gangneung_tmy_p0165,744
retail_v5_2018_plus_gangneung_tmy_p0165,768
retail_v5_2018_plus_gangneung_tmy_p0165,792
retail_v5_2018_plus_gangneung_tmy_p0165,816
retail_v5_2018_plus_gangneung_tmy_p0165,840
retail_v5_2018_plus_gangneung_tmy_p0165,864
retail_v5_2018_plus_gangneung_tmy_p0165,888
retail_v5_2018_plus_gangneung_tmy_p0165,912
retail_v5_2018_plus_gangneung_tmy_p0165,936
retail_v5_2018_plus_gangneung_tmy_p0165,960
retail_v5_2018_plus_gangneung_tmy_p0165,984
retail_v5_2018_plus_gangneung_tmy_p0165,1008
retail_v5_2018_plus_gangneung_tmy_p0165,1032
retail_v5_2018_plus_gangneung_tmy_p0165,1056
retail_v5_2018_plus_gangneung_tmy_p0165,1080
retail_v5_2018_plus_gangneung_tmy_p0165,1104
retail_v5_2018_plus_gangneung_tmy_p0165,1128
retail_v5_2018_plus_gangneung_tmy_p0165,1152
retail_v5_2018_plus_gangneung_tmy_p0165,1176
retail_v5_2018_plus_gangneung_tmy_p0165,1200
retail_v5_2018_plus_gangneung_tmy_p0165,1224
retail_v5_2018_plus_gangneung_tmy_p0165,1248
retail_v5_2018_plus_gangneung_tmy_p0165,1272
retail_v5_2018_plus_gangneung_tmy_p0165,1296
retail_v5_2018_plus_gangneung_tmy_p0165,1320
retail_v5_2018_plus_gangneung_tmy_p0165,1344
retail_v5_2018_plus_gangneung_tmy_p0165,1368
retail_v5_2018_plus_gangneung_tmy_p0165,1392
retail_v5_2018_plus_gangneung_tmy_p0165,1416
retail_v5_2018_plus_gangneung_tmy_p0165,1440
retail_v5_2018_plus_gangneung_tmy_p0165,1464
retail_v5_2018_plus_gangneung_tmy_p0165,1488
retail_v5_2018_plus_gangneung_tmy_p0165,1512
retail_v5_2018_plus_gangneung_tmy_p0165,1536
retail_v5_2018_plus_gangneung_tmy_p0165,1560
retail_v5_2018_plus_gangneung_tmy_p0165,1584
retail_v5_2018_plus_gangneung_tmy_p0165,1608
retail_v5_2018_plus_gangneung_tmy_p0165,1632
retail_v5_2018_plus_gangneung_tmy_p0165,1656
retail_v5_2018_plus_gangneung_tmy_p0165,1680
retail_v5_2018_plus_gangneung_tmy_p0165,1704
retail_v5_2018_plus_gangneung_tmy_p0165,1728
retail_v5_2018_plus_gangneung_tmy_p0165,1752
retail_v5_2018_plus_gangneung_tmy_p0165,1776
retail_v5_2018_plus_gangneung_tmy_p0165,1800
retail_v5_2018_plus_gangneung_tmy_p0165,1824
retail_v5_2018_plus_gangneung_tmy_p0165,1848
retail_v5_2018_plus_gangneung_tmy_p0165,1872
retail_v5_2018_plus_gangneung_tmy_p0165,1896
retail_v5_2018_plus_gangneung_tmy_p0165,1920
retail_v5_2018_plus_gangneung_tmy_p0165,1944
retail_v5_2018_plus_gangneung_tmy_p0165,1968
retail_v5_2018_plus_gangneung_tmy_p0165,1992
retail_v5_2018_plus_gangneung_tmy_p0165,2016
retail_v5_2018_plus_gangneung_tmy_p0165,2040
retail_v5_2018_plus_gangneung_tmy_p0165,2064
retail_v5_2018_plus_gangneung_tmy_p0165,2088
retail_v5_2018_plus_gangneung_tmy_p0165,2112
retail_v5_2018_plus_gangneung_tmy_p0165,2136
retail_v5_2018_plus_gangneung_tmy_p0165,2160
retail_v5_2018_plus_gangneung_tmy_p0165,2184
retail_v5_2018_plus_gangneung_tmy_p0165,2208
retail_v5_2018_plus_gangneung_tmy_p0165,2232
retail_v5_2018_plus_gangneung_tmy_p0165,2256
