building_id,seq_ptr
office_v3_2001_2010_busan_tmy_p0037,168
office_v3_2001_2010_busan_tmy_p0037,192
office_v3_2001_2010_busan_tmy_p0037,216
office_v3_2001_2010_busan_tmy_p0037,240
office_v3_2001_2010_busan_tmy_p0037,264
office_v3_2001_2010_busan_tmy_p0037,288
office_v3_2001_2010_busan_tmy_p0037,312
office_v3_2001_2010_busan_tmy_p0037,336
office_v3_2001_2010_busan_tmy_p0037,360
office_v3_2001_2010_busan_tmy_p0037,384
office_v3_2001_2010_busan_tmy_p0037,408
office_v3_2001_2010_busan_tmy_p0037,432
office_v3_2001_2010_busan_tmy_p0037,456
office_v3_2001_2010_busan_tmy_p0037,480
office_v3_2001_2010_busan_tmy_p0037,504
office_v3_2001_2010_busan_tmy_p0037,528
office_v3_2001_2010_busan_tmy_p0037,552
office_v3_2001_2010_busan_tmy_p0037,576
office_v3_2001_2010_busan_tmy_p0037,600
office_v3_2001_2010_busan_tmy_p0037,624
office_v3_2001_2010_busan_tmy_p0037,648
office_v3_2001_2010_busan_tmy_p0037,672
office_v3_2001_2010_busan_tmy_p0037,696
office_v3_2001_2010_busan_tmy_p0037,720
office_v3_2001_2010_busan_tmy_p0037,744
office_v3_2001_2010_busan_tmy_p0037,768
office_v3_2001_2010_busan_tmy_p0037,792
office_v3_2001_2010_busan_tmy_p0037,816
office_v3_2001_2010_busan_tmy_p0037,840
office_v3_2001_2010_busan_tmy_p0037,864
office_v3_2001_2010_busan_tmy_p0037,888
office_v3_2001_2010_busan_tmy_p0037,912
office_v3_2001_2010_busan_tmy_p0037,936
office_v3_2001_2010_busan_tmy_p0037,960
office_v3_2001_2010_busan_tmy_p0037,984
office_v3_2001_2010_busan_tmy_p0037,1008
office_v3_2001_2010_busan_tmy_p0037,1032
office_v3_2001_2010_busan_tmy_p0037,1056
office_v3_2001_2010_busan_tmy_p0037,1080
office_v3_2001_2010_busan_tmy_p0037,1104
office_v3_2001_2010_busan_tmy_p0037,1128
office_v3_2001_2010_busan_tmy_p0037,1152
office_v3_2001_2010_busan_tmy_p0037,1176
office_v3_2001_2010_busan_tmy_p0037,1200
office_v3_2001_2010_busan_tmy_p0037,1224
office_v3_2001_2010_busan_tmy_p0037,1248
office_v3_2001_2010_busan_tmy_p0037,1272
office_v3_2001_2010_busan_tmy_p0037,1296
office_v3_2001_2010_busan_tmy_p0037,1320
office_v3_2001_2010_busan_tmy_p0037,1344
office_v3_2001_2010_busan_tmy_p0037,1368
office_v3_2001_2010_busan_tmy_p0037,1392
office_v3_2001_2010_busan_tmy_p0037,1416
office_v3_2001_2010_busan_tmy_p0037,1440
office_v3_2001_2010_busan_tmy_p0037,1464
office_v3_2001_2010_busan_tmy_p0037,1488
office_v3_2001_2010_busan_tmy_p0037,1512
office_v3_2001_2010_busan_tmy_p0037,1536
office_v3_2001_2010_busan_tmy_p0037,1560
office_v3_2001_2010_busan_tmy_p0037,1584
office_v3_2001_2010_busan_tmy_p0037,1608
office_v3_2001_2010_busan_tmy_p0037,1632
office_v3_2001_2010_busan_tmy_p0037,1656
office_v3_2001_2010_busan_tmy_p0037,1680
office_v3_2001_2010_busan_tmy_p0037,1704
office_v3_2001_2010_busan_tmy_p0037,1728
office_v3_2001_2010_busan_tmy_p0037,1752
office_v3_2001_2010_busan_tmy_p0037,1776
office_v3_2001_2010_busan_tmy_p0037,1800
office_v3_2001_2010_busan_tmy_p0037,1824
office_v3_2001_2010_busan_tmy_p0037,1848
office_v3_2001_2010_busan_tmy_p0037,1872
office_v3_2001_2010_busan_tmy_p0037,1896
office_v3_2001_2010_busan_tmy_p0037,1920
office_v3_2001_2010_busan_tmy_p0037,1944
office_v3_2001_2010_busan_tmy_p0037,1968
office_v3_2001_2010_busan_tmy_p0037,1992
office_v3_2001_2010_busan_tmy_p0037,2016
office_v3_2001_2010_busan_tmy_p0037,2040
office_v3_2001_2010_busan_tmy_p0037,2064
office_v3_2001_2010_busan_tmy_p0037,2088
office_v3_2001_2010_busan_tmy_p0037,2112
office_v3_2001_2010_busan_tmy_p0037,2136
office_v3_2001_2010_busan_tmy_p0037,2160
office_v3_2001_2010_busan_tmy_p0037,2184
office_v3_2001_2010_busan_tmy_p0037,2208
office_v3_2001_2010_busan_tmy_p0037,2232
office_v3_2001_2010_busan_tmy_p0037,2256
office_v3_2001_2010_busan_tmy_p0037,2280
office_v3_2001_2010_busan_tmy_p0037,2304
office_v3_2001_2010_busan_tmy_p0037,2328
office_v3_2001_2010_busan_tmy_p0037,2352
office_v3_2001_2010_busan_tmy_p0037,2376
office_v3_2001_2010_busan_tmy_p0037,2400
