building_id,seq_ptr
office_v5_2018_plus_busan_tmy_p0024,168
office_v5_2018_plus_busan_tmy_p0024,192
office_v5_2018_plus_busan_tmy_p0024,216
office_v5_2018_plus_busan_tmy_p0024,240
office_v5_2018_plus_busan_tmy_p0024,264
office_v5_2018_plus_busan_tmy_p0024,288
office_v5_2018_plus_busan_tmy_p0024,312
office_v5_2018_plus_busan_tmy_p0024,336
office_v5_2018_plus_busan_tmy_p0024,360
office_v5_2018_plus_busan_tmy_p0024,384
office_v5_2018_plus_busan_tmy_p0024,408
office_v5_2018_plus_busan_tmy_p0024,432
office_v5_2018_plus_busan_tmy_p0024,456
office_v5_2018_plus_busan_tmy_p0024,480
office_v5_2018_plus_busan_tmy_p0024,504
office_v5_2018_plus_busan_tmy_p0024,528
office_v5_2018_plus_busan_tmy_p0024,552
office_v5_2018_plus_busan_tmy_p0024,576
office_v5_2018_plus_busan_tmy_p0024,600
office_v5_2018_plus_busan_tmy_p0024,624
office_v5_2018_plus_busan_tmy_p0024,648
office_v5_2018_plus_busan_tmy_p0024,672
office_v5_2018_plus_busan_tmy_p0024,696
office_v5_2018_plus_busan_tmy_p0024,720
office_v5_2018_plus_busan_tmy_p0024,744
office_v5_2018_plus_busan_tmy_p0024,768
office_v5_2018_plus_busan_tmy_p0024,792
office_v5_2018_plus_busan_tmy_p0024,816
office_v5_2018_plus_busan_tmy_p0024,840
office_v5_2018_plus_busan_tmy_p0024,864
office_v5_2018_plus_busan_tmy_p0024,888
office_v5_2018_plus_busan_tmy_p0024,912
office_v5_2018_plus_busan_tmy_p0024,936
office_v5_2018_plus_busan_tmy_p0024,960
office_v5_2018_plus_busan_tmy_p0024,984
office_v5_2018_plus_busan_tmy_p0024,1008
office_v5_2018_plus_busan_tmy_p0024,1032
office_v5_2018_plus_busan_tmy_p0024,1056
office_v5_2018_plus_busan_tmy_p0024,1080
office_v5_2018_plus_busan_tmy_p0024,1104
office_v5_2018_plus_busan_tmy_p0024,1128
office_v5_2018_plus_busan_tmy_p0024,1152
office_v5_2018_plus_busan_tmy_p0024,1176
office_v5_2018_plus_busan_tmy_p0024,1200
office_v5_2018_plus_busan_tmy_p0024,1224
